ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,OBJETOCONTRACTUAL,SECTOR,TIPOENTIDADOEE,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,MONTOADJUDICADOSOLES,CANTIDADADJUDICADA,TIPOPROVEEDOR,PROVEEDOR,DETALLEPROVEEDOR,RUBROS
'MUNICIPALIDAD PROVINCIAL DE HUANCANE',PUNO,HUANCANE,HUANCANE,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,HUANCANE,HUANCANE,112500,25,'Persona Natural','APAZA APAZA CARLOS ALBERTO',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE SAN MARTÍN - DIRECCION SUB REGIONAL DE SALUD HUALLAGA C.','SAN MARTIN','MARISCAL CACERES',JUANJUI,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','SAN MARTIN','MARISCAL CACERES',JUANJUI,91432,1,'Persona Juridica','IMPORTER EVOLUTION -  SALUD S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',PIURA,PIURA,PIURA,518400,7,'Persona Natural','ORTIZ ZULOETA MAYRA FRANSHECA',?,ALIMENTOS
'AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO',LIMA,LIMA,MIRAFLORES,Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,SURQUILLO,70200,58500,'Persona Juridica','CHAPOLAB SAC',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE LORETO-AGRICULTURA',LORETO,MAYNAS,IQUITOS,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',LORETO,MAYNAS,IQUITOS,2861500,1,'Persona Juridica','CONSULTORES VETERINARIOS Y AGRICOLAS SRL',?,ALIMENTOS
'DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO',LIMA,LIMA,'SAN JUAN DE LURIGANCHO',Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,400000,100,'Persona Juridica','MAPFRE PERU VIDA COMPAÑIA DE SEGUROS Y REASEGUROS',?,'LIMPIEZA Y FUMIGACIÓN'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'SAN LUIS',99999.5,5,'Persona Juridica','3C GROUP MODULOS & CARPAS S.A.C.',?,'OTROS BIENES'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',4782400,980000,'Persona Juridica','DISTRIBUIDORA DROGUERIA SAGITARIO S.R.L.',?,MEDICAMENTOS
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',2077560,11542,'Persona Juridica','ACCORD HEALTHCARE S.A.C.',?,MEDICAMENTOS
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',AMAZONAS,BAGUA,BAGUA,78000,1,'Persona Juridica','ORIENTE SECURITY CORPORATION S.A.C.',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',AMAZONAS,UTCUBAMBA,'BAGUA GRANDE',78000,1,'Persona Juridica','ORIENTE SECURITY CORPORATION S.A.C.',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',JUNIN,JUNIN,JUNIN,78000,1,'Persona Juridica','ORIENTE SECURITY CORPORATION S.A.C.',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',PUNO,PUNO,PUNO,84000,1,'Persona Juridica','ALPHA & VF SERVICIOS MULTIPLES SOCIEDAD ANONIMA CERRADA',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'SAN LUIS',258500,55,'Persona Juridica','COMERC. E IND DENT TARRILLO BARBA S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,52500,100,'Persona Juridica','CORPORACION MEDICA SOCIEDAD ANONIMA CERRADA',?,'OTROS BIENES'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',AMAZONAS,BAGUA,BAGUA,43200,1,'Persona Juridica','DISTRIBUCIONES Y REPR. BAGUA S.C.R.L.',?,'OTROS SERVICIOS'
'REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL',LIMA,LIMA,LIMA,Servicio,OTROS,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,183100,1,'Persona Juridica','EC WISE S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE HUÁNUCO - RED DE SALUD AMBO',HUANUCO,AMBO,AMBO,Bien,'GOBIERNO REGIONAL',OTROS,HUANUCO,AMBO,AMBO,96234,63447,'Persona Juridica','EMMED EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,'PROD. ASEO Y LIMPIEZA'
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',936099.12,244,'Persona Juridica','CORPRODI S.A.C.',?,ALIMENTOS
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',JUNIN,CHANCHAMAYO,CHANCHAMAYO,222600,111300,'Persona Juridica','CORPORACION GV DEL PERU SOCIEDAD ANONIMA CERRADA',?,ALIMENTOS
'GOBIERNO REGIONAL DE HUANUCO-HOSPITAL DE HUANUCO HERMILIO VALDIZAN',HUANUCO,HUANUCO,HUANUCO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',HUANUCO,HUANUCO,AMARILIS,354000,40000,'Persona Juridica','PRAXAIR PERU SRL',?,'MATERIAL Y EQUIPO MEDICO'
'UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD',LIMA,LIMA,'SAN ISIDRO',Bien,SALUD,'GOBIERNO NACIONAL',MULTIDEPARTAMENTAL,MULTIPROVINCIAL,MULTIDISTRITAL,480024,12,'Persona Juridica','EQUIPAMIENTO INSTRUMENTACIÓN INDUSTRIAS Y LABORATORIOS SAC - EQUINLAB SAC',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE TACNA RED DE SALUD TACNA',TACNA,TACNA,TACNA,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,85000,1,'Persona Juridica','INVERSIONES Y SERVICIOS MULTIPLES LUMA S.R.L.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,RECUAY,RECUAY,66025,1,'Persona Juridica','JOGAMA CONSULTORIAS Y CONSTRUCCIONES GENERALES E.I.R.L',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'MUNICIPALIDAD DISTRITAL DE SAN MARCOS',ANCASH,HUARI,'SAN MARCOS',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,HUARI,'SAN MARCOS',146430.4,1,'Persona Juridica','REPRESENTACIONES GENERALES JHOVAN PERU SOCIEDAD ANONIMA CERRADA - R.G. JHOPESAC.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE CUSCO-RED DE SERVICIOS DE SALUD CUSCO NORTE',CUSCO,CUSCO,SANTIAGO,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CUSCO,CUSCO,SANTIAGO,60100,20,'Persona Natural','QUISPE CCORAHUA JAIME ROLANDO',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE SAN MARTÍN-SALUD ALTO MAYO','SAN MARTIN',MOYOBAMBA,MOYOBAMBA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','SAN MARTIN',MOYOBAMBA,MOYOBAMBA,162000,3000,'Persona Juridica','DIEGO MEDICAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE UCAYALI-HOSPITAL AMAZONICO',UCAYALI,'CORONEL PORTILLO',YARINACOCHA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',UCAYALI,'CORONEL PORTILLO',YARINACOCHA,49970,1315,'Persona Juridica','SERVICIOS GENERALES JR & CO E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE UCAYALI-HOSPITAL AMAZONICO',UCAYALI,'CORONEL PORTILLO',YARINACOCHA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',UCAYALI,'CORONEL PORTILLO',YARINACOCHA,69996,5833,'Persona Juridica','COMERCIAL MARVAS E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'UNIVERSIDAD NACIONAL DE UCAYALI',UCAYALI,'CORONEL PORTILLO',CALLERIA,Bien,EDUCACIÓN,'GOBIERNO NACIONAL',UCAYALI,'CORONEL PORTILLO',CALLERIA,245994,7,'Persona Juridica','FRAEMY S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,220500,5,'Persona Juridica','MAGRA CORPORATION S.A.C.',?,ALIMENTOS
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUAYLAS,CARAZ,66025,1,Consorcio,'CONSORCIO CARAZ','MEDINA VELASQUEZ RODVELT','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUAYLAS,CARAZ,66025,1,Consorcio,'CONSORCIO CARAZ','RODRIGUEZ AMBROSIO CARLOS ESTUARDO','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'MUNICIPALIDAD PROVINCIAL DE PARURO',CUSCO,PARURO,PARURO,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',CUSCO,PARURO,PARURO,47400,1,'Persona Juridica','FIBERMAX COMUNICACIONES E.I.R.L.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE ANCASH-SALUD ANCASH',ANCASH,HUARAZ,HUARAZ,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,HUARAZ,921344,24400,'Persona Juridica','CORPORACIÓN IBEROAMERICANA DE SALUD E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Servicio,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',240000,1,'Persona Juridica','UMAMI FOODS PERU S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL',LIMA,LIMA,'JESUS MARIA',Bien,AGRICULTURA,'GOBIERNO NACIONAL',MULTIDEPARTAMENTAL,MULTIPROVINCIAL,MULTIDISTRITAL,182780,1235,'Persona Juridica','DISTRIBUIDORA AGROPECUARIA Y SERV EIRL',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE SAN MARTÍN - SALUD ALTO HUALLAGA','SAN MARTIN',TOCACHE,TOCACHE,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','SAN MARTIN',TOCACHE,TOCACHE,103300,9300,'Persona Natural','MIRANDA BARRON JUAN CARLOS',?,'PROD. ASEO Y LIMPIEZA'
'GOBIERNO REGIONAL DE AMAZONAS - SUB REGION DE SALUD BAGUA',AMAZONAS,BAGUA,BAGUA,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AMAZONAS,BAGUA,BAGUA,66450,1,'Persona Juridica','null; CONSTRUCTORA LEAXER null; E.I.R.L.',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL',LIMA,LIMA,LIMA,Servicio,OTROS,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,382874.6,1,'Persona Juridica','RAM & MAR INGENIEROS S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,CASMA,CASMA,78595.72,1,Consorcio,'CONSORCIO VAESCO','ESCALANTE ARANDA JEYSON JAVIER','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,CASMA,CASMA,78595.72,1,Consorcio,'CONSORCIO VAESCO','LUNA GUERRERO TOMAS ORLANDO','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE PUNO- HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON',PUNO,PUNO,PUNO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PUNO,PUNO,PUNO,79800,100,'Persona Juridica','NOVAMEDICAL CORPORATION S.A.C. - NOVAMEDICOR S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE JUNIN - HOSPITAL DANIEL ALCIDES CARRION - HUANCAYO',JUNIN,HUANCAYO,HUANCAYO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',JUNIN,HUANCAYO,HUANCAYO,87120,3960,'Persona Juridica','Q-MEDICAL S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE JUNIN - HOSPITAL DANIEL ALCIDES CARRION - HUANCAYO',JUNIN,HUANCAYO,HUANCAYO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',JUNIN,HUANCAYO,HUANCAYO,178428.6,14994,'Persona Juridica','DROGUERIA CADIMED E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE JUNIN - HOSPITAL DANIEL ALCIDES CARRION - HUANCAYO',JUNIN,HUANCAYO,HUANCAYO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',JUNIN,HUANCAYO,HUANCAYO,125000,5000,'Persona Juridica','INVERSIONES GO DADDY MATI E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE JUNIN - HOSPITAL DANIEL ALCIDES CARRION - HUANCAYO',JUNIN,HUANCAYO,HUANCAYO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',JUNIN,HUANCAYO,HUANCAYO,35625,71250,'Persona Juridica','BENLAZ MEDIC S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE SALPO','LA LIBERTAD',OTUZCO,SALPO,Obra,'GOBIERNO LOCAL','GOBIERNO LOCAL','LA LIBERTAD',OTUZCO,SALPO,195020.4,1,'Persona Juridica','INGENIERIA Y CONSTRUCCION DYMAZ S.A.C.',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'HOSPITAL DE VITARTE',LIMA,LIMA,ATE,Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,ATE,691192.33,1,'Persona Juridica','CORPORACION DE SERVICIOS DE LIMPIEZA ECOLOGICA S.A.C. - COSLIMPECO S.A.C.',?,'LIMPIEZA Y FUMIGACIÓN'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,68289,1,'Persona Juridica','REPRESENTACIONES INCOFER EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,'OTROS BIENES'
'HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR',LIMA,LIMA,'VILLA EL SALVADOR',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'VILLA EL SALVADOR',295000,10000,'Persona Juridica','HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,85838.48,1,'Persona Juridica','CONSTRUCCIONES Y DECORACIONES GRUPO SANTA FE S.A.C.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO I CHULUCANAS',PIURA,MORROPON,CHULUCANAS,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PIURA,MORROPON,CHULUCANAS,300000,2,'Persona Juridica','NOVA MEDICAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',999460,10,'Persona Juridica','OSMO SERVICE EIRL',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,191400,1,'Persona Juridica','GRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,302131.6,1,'Persona Juridica','GRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.',?,'OTROS BIENES'
'AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS',LIMA,LIMA,LIMA,Servicio,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',PIURA,PIURA,PIURA,79768,1,'Persona Juridica','FUSION COMUNICACIONES S.A.C.',?,'OTROS SERVICIOS'
'AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS',LIMA,LIMA,LIMA,Servicio,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,53454,1,'Persona Juridica','ESCARCENA S.A.C',?,'OTROS SERVICIOS'
'AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS',LIMA,LIMA,LIMA,Servicio,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',LIMA,LIMA,'SAN JUAN DE LURIGANCHO',76000,1,'Persona Juridica','AMVARD SOLUCIONES INTEGRALES S.A.C.',?,'OTROS SERVICIOS'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',99946,1,'Persona Juridica','OSMO SERVICE EIRL',?,'MATERIAL Y EQUIPO MEDICO'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',PUNO,'SAN ROMAN',JULIACA,136355,1,'Persona Juridica','SERVICIOS NUESTRA SEÑORA DEL CARMEN S.R.L.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,699000,1,'Persona Juridica','TERMODINAMICA SOCIEDAD ANONIMA',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,640000,1,'Persona Juridica','TERMODINAMICA SOCIEDAD ANONIMA',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,65500,1,'Persona Juridica','TERMODINAMICA SOCIEDAD ANONIMA',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,75101,1,'Persona Juridica','TERMODINAMICA SOCIEDAD ANONIMA',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'SAN LUIS',121181.28,5280,'Persona Juridica','EPP SEGURIDAD S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'UNIVERSIDAD NACIONAL DE MOQUEGUA',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,Bien,EDUCACIÓN,'GOBIERNO NACIONAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,93000,20,'Persona Juridica','IMPORTACIONES JEYKO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARI,HUARI,66000,1,Consorcio,'CONSORCIO SUPERVISOR HUARI','CONSTRUCTORA DOROBANTI ASOCIADOS S.A.C.','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARI,HUARI,66000,1,Consorcio,'CONSORCIO SUPERVISOR HUARI','\"S & S CONSULTORES Y CONTRATISTAS GENERALES SAC\"','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,445500,13500,'Persona Juridica','DIAGNOSTICA PERUANA S.A.C.',?,MEDICAMENTOS
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,39750,7500,'Persona Juridica','DIAGNOSTICA PERUANA S.A.C.',?,MEDICAMENTOS
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,39750,7500,'Persona Juridica','DIAGNOSTICA PERUANA S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,39750,7500,'Persona Juridica','DIAGNOSTICA PERUANA S.A.C.',?,MEDICAMENTOS
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,39750,7500,'Persona Juridica','DIAGNOSTICA PERUANA S.A.C.',?,MEDICAMENTOS
'UNIVERSIDAD NACIONAL DE UCAYALI',UCAYALI,'CORONEL PORTILLO',CALLERIA,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',UCAYALI,'CORONEL PORTILLO',CALLERIA,317047.5,1,'Persona Juridica','ENTEL PERU S.A.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE CAJAMARCA - DIRECCION SUB REGIONAL DE SALUD JAEN',CAJAMARCA,JAEN,JAEN,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CAJAMARCA,JAEN,JAEN,46880,16,'Persona Juridica','RODA MEDICAL E.I.R.L. - RODA MED E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE CAJAMARCA - DIRECCION SUB REGIONAL DE SALUD JAEN',CAJAMARCA,JAEN,JAEN,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CAJAMARCA,JAEN,JAEN,78750,25,'Persona Juridica','RODA MEDICAL E.I.R.L. - RODA MED E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE SOCABAYA',AREQUIPA,AREQUIPA,SOCABAYA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',AREQUIPA,AREQUIPA,SOCABAYA,192205,19764,'Persona Juridica','SOLUCIONES FERCON EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,'PROD. ASEO Y LIMPIEZA'
